slug,tier,filename,pages,text_status,pdf_present,text_present,status
hamao-and-hasbrouck-securities-trading-in-the-absence-of-dealers-trades-and-quotes-on-the,B,"Hamao And Hasbrouck-Securities Trading In The Absence Of Dealers - Trades, And Quotes On The Toky.pdf",30,ok,True,True,needs_source_review
handbook-for-investment-committee-members-how-to-make-prudent-investments-for-your-organiz,B,Handbook For Investment Committee Members How To Make Prudent Investments For Your Organization Wiley Finance Series Ebook-Yyepg.pdf,178,ok,True,True,needs_source_review
harrison-waldron-mathematical-economics-and-finance,B,Harrison_ Waldron - Mathematical Economics and Finance.pdf,153,ok,True,True,needs_source_review
hartmann-manna-and-manzanares-the-microstructure-of-the-euro-money-market,B,"Hartmann, Manna And Manzanares-The Microstructure Of The Euro Money Market.pdf",54,ok,True,True,needs_source_review
hedge-fund-risk-factors-and-value-at-risk-of-credit-trading-strategies,B,Hedge Fund Risk Factors and Value at Risk of Credit Trading Strategies.pdf,63,ok,True,True,needs_source_review
hedges-on-hedge-funds-how-to-successfully-analyze-2005,B,Hedges On Hedge Funds How To Successfully Analyze (2005).pdf,258,ok,True,True,needs_source_review
hilda-system,B,Hilda System.pdf,6,ok,True,True,needs_source_review
historicaltesting,B,historicaltesting.pdf,6,ok,True,True,needs_source_review
hollifield-miller-sandas-and-slive-liquidity-supply-and-demand-in-limit-order-markets,B,"Hollifield, Miller, Sandas And Slive-Liquidity Supply And Demand In Limit Order Markets.pdf",55,ok,True,True,needs_source_review
how-effective-is-automated-forex-trading,B,How Effective is Automated Forex Trading.pdf,1,ok,True,True,needs_source_review
how-the-stock-market-works,B,How The Stock Market Works.pdf,15,ok,True,True,needs_source_review
i-guide-to-currency-trading-forex,B,I Guide To Currency Trading - Forex.pdf,45,ok,True,True,needs_source_review
impulsive-wave,B,Impulsive wave.pdf,1,ok,True,True,needs_source_review
inside-the-guru-mind-warren-buffet-r-heller,B,Inside The Guru Mind Warren Buffet [R  Heller].pdf,13,ok,True,True,needs_source_review
insurances-strategies,B,Insurances Strategies.pdf,1,ok,True,True,needs_source_review
intraday-trading-techniques,B,Intraday Trading Techniques.pdf,66,ok,True,True,needs_source_review
introduction-to-monte-carlo-methods,B,Introduction To Monte Carlo Methods.pdf,30,ok,True,True,needs_source_review
investing-strategies-for-the-high-net-worth-investor,B,Investing Strategies for the High Net-Worth Investor.pdf,321,ok,True,True,needs_source_review
investment-vehicles,B,Investment Vehicles.pdf,1,ok,True,True,reconcile_skip:no_text
ito-and-hashimoto-high-frequency-contagion-of-currency-crises-in-asia,B,Ito And Hashimoto-High-Frequency Contagion Of Currency Crises In Asia.pdf,55,ok,True,True,needs_source_review
j-k-lasser-pick-stocks-like-warren-buffett,B,J K  Lasser - Pick Stocks Like Warren Buffett.pdf,305,ok,True,True,needs_source_review
jake-bernstein-dearborn-trade-publishing-no-bull-investing,B,Jake Bernstein - Dearborn Trade Publishing - No Bull Investing.pdf,224,ok,True,True,needs_source_review
jake-bernstein-how-to-trade-the-new-single-stock-futures,B,Jake Bernstein - How To Trade The New Single Stock Futures.pdf,214,ok,True,True,needs_source_review
jamie-rogers-strategy-value-and-risk-the-real-options-approach,B,"Jamie Rogers - Strategy, Value And Risk-The Real Options Approach.pdf",156,ok,True,True,needs_source_review
jen-matshall-practical-fibonacci-methode-for-forex-trading,B,Jen Matshall -  Practical Fibonacci Methode For Forex Trading.pdf,31,ok,True,True,needs_source_review
jet-heat-mechanical-discretion,B,Jet Heat - Mechanical Discretion.pdf,44,ok,True,True,needs_source_review
joe-ross-how-to-spot-a-trend,B,Joe Ross - How To Spot A Trend.pdf,25,ok,True,True,needs_source_review
joerosstrading-manual-appendices-269-320,B,JoeRossTrading Manual_Appendices_269_320.pdf,52,ok,True,True,needs_source_review
joerosstrading-manual-intro-1-13,B,JoeRossTrading Manual Intro 1 13.pdf,13,ok,True,True,needs_source_review
john-allen-paulos-mathematician-plays-the-stock-market,B,John Allen Paulos - Mathematician Plays The Stock Market.pdf,221,ok,True,True,needs_source_review
john-hayden-how-to-use-the-rsi,B,John Hayden - How To Use The Rsi.pdf,11,ok,True,True,needs_source_review
john-l-person-swing-trading-using-candlestick-charting-with-pivot-point,B,John L Person - Swing Trading Using Candlestick Charting With Pivot Point.pdf,16,ok,True,True,needs_source_review
john-wiley-sons-stock-trader-almanac-2005-38th-ed,B,John Wiley Sons Stock Trader Almanac 2005 38th Ed.pdf,195,ok,True,True,needs_source_review
john-wiley-sons-valuation-maximizing-corporate-value,B,John Wiley Sons - Valuation - Maximizing Corporate Value.pdf,211,ok,True,True,needs_source_review
jorda-and-marcellino-modeling-high-frequency-fx-data-dynamics,B,Jorda And Marcellino-Modeling High-Frequency Fx Data Dynamics.pdf,32,ok,True,True,needs_source_review
jp-candlesticks,B,jp_candlesticks.pdf,10,ok,True,True,needs_source_review
kahneman-daniel-investor-psychology,B,Kahneman_ Daniel - Investor Psychology.pdf,22,ok,True,True,needs_source_review
kellybetting,B,kellybetting.pdf,10,ok,True,True,needs_source_review
kiesel-financial-mathematics,B,Kiesel_ Financial mathematics.pdf,142,ok,True,True,needs_source_review
krugman-hedge-funds,B,krugman_hedge_funds.pdf,2,ok,True,True,needs_source_review
latest-developments-at-the-fwb-xetra-best-slide-13,B,Latest Developments At The Fwb - Xetra Best Slide 13.pdf,21,ok,True,True,needs_source_review
learning-to-trade,B,Learning-to-Trade.pdf,11,ok,True,True,needs_source_review
lecture-notes-in-mathematical-finance-lin-1996,B,Lecture Notes In Mathematical Finance (Lin_1996).pdf,114,ok,True,True,needs_source_review
lee-fok-and-liu-explaining-intraday-pattern-of-trading-volume-from-the-order-flow-data,B,"Lee, Fok And Liu - Explaining Intraday Pattern Of Trading Volume From The Order Flow Data.pdf",32,ok,True,True,needs_source_review
letting-your-profits-run,B,Letting Your Profits Run.pdf,3,ok,True,True,needs_source_review
liquidity-in-forex-markets,B,Liquidity in Forex Markets.pdf,14,ok,True,True,needs_source_review
lss-3-day-cycle-method,B,lss_3_day_cycle_method.pdf,14,ok,True,True,needs_source_review
macd,B,MACD.pdf,3,ok,True,True,needs_source_review
madhavan-market-microstructure-a-survey,B,Madhavan-Market Microstructure-A Survey.pdf,54,ok,True,True,needs_source_review
managed-forex-trading-software,B,Managed Forex Trading Software.pdf,2,ok,True,True,needs_source_review
managing-credit-risk-with-credit-and-macro-derivatives,B,Managing Credit Risk With Credit And Macro Derivatives.pdf,21,ok,True,True,needs_source_review
managing-your-money,B,Managing_your_money.pdf,6,ok,True,True,needs_source_review
mann-venkataraman-and-waisburd-stock-liquidity-and-the-value-of-a-designated-liquidity-pro,B,"Mann, Venkataraman And Waisburd-Stock Liquidity And The Value Of A Designated Liquidity Provider Evidence From Paris Euronext.pdf",30,ok,True,True,needs_source_review
marcel-petro-market-timing,B,Marcel Petro - Market Timing.pdf,58,ok,True,True,needs_source_review
market-movement,B,Market_Movement.pdf,10,ok,True,True,needs_source_review
marketwise-trading-school-options-trading-primer,B,Marketwise Trading School - Options Trading Primer .pdf,61,ok,True,True,needs_source_review
markus-heitkoetter-how-to-make-money-with-trading-systems,B,Markus Heitkoetter - How To Make Money With Trading Systems.pdf,28,ok,True,True,needs_source_review
martinez-jared-the-10-keys-to-successful-trading-not-complete,B,Martinez_ Jared - The 10 Keys to Successful Trading (not complete).pdf,24,ok,True,True,needs_source_review
maximizing-gains-with-trade-management,B,Maximizing Gains With Trade Management.pdf,11,ok,True,True,needs_source_review
mcgraw-hill-how-to-read-a-financial-statement,B,McGraw-Hill - How to Read a Financial Statement.pdf,192,ok,True,True,needs_source_review
mcgraw-hill-stock-options-and-the-new-rules,B,Mcgraw-Hill - Stock options and the new rules.pdf,226,ok,True,True,needs_source_review
mcgraw-hill-understanding-stocks,B,Mcgraw Hill - Understanding Stocks.pdf,210,ok,True,True,needs_source_review
mcmillan-and-speight-nonlinear-dynamics-in-high-frequency-intra-day-financial-data,B,Mcmillan And Speight-Nonlinear Dynamics In High Frequency Intra-Day Financial Data.pdf,30,ok,True,True,needs_source_review
metastock-chart-patterns-tutorial,B,Metastock_Chart_Patterns_Tutorial.pdf,12,ok,True,True,needs_source_review
michael-panzner-the-new-laws-of-the-stock-market-jungle,B,Michael Panzner - The New Laws of the Stock Market Jungle.pdf,316,ok,True,True,needs_source_review
michael-sheimo-stock-market-rules,B,Michael Sheimo - Stock Market Rules.pdf,240,no_text,True,True,needs_source_review
mindset-of-millionaire-traders,B,Mindset_of_Millionaire_Traders.pdf,5,ok,True,True,needs_source_review
miracle-of-discipline,B,Miracle_of_Discipline.pdf,10,ok,True,True,needs_source_review
mmts-2-0,B,MMTS 2.0.pdf,130,ok,True,True,needs_source_review
money-management-for-gambler,B,money_management_for_gambler.pdf,0,no_text,True,False,needs_source_review
money-management-risk-control-for-traders,B,Money Management Risk Control For Traders.pdf,11,ok,True,True,needs_source_review
money-management1,B,money-management1.pdf,17,no_text,True,True,needs_source_review
money-manager-trading-strategy,B,Money_Manager_Trading_Strategy.pdf,3,ok,True,True,needs_source_review
moriarty-sfsg,B,Moriarty Sfsg.pdf,1,ok,True,True,reconcile_skip:off_topic
morris-and-song-shin-liquidity-black-holes,B,Morris And Song Shin-Liquidity Black Holes.pdf,28,ok,True,True,needs_source_review
mostmarketmoving08-09-06,B,MostMarketMoving08.09.06.pdf,3,ok,True,True,needs_source_review
mql-4-metatrader-4-development-course,B,Mql 4- Metatrader 4 Development Course.pdf,258,ok,True,True,needs_source_review
mulitple-patterns-and-time-periods,B,Mulitple_Patterns_and_Time_Periods.pdf,3,ok,True,True,needs_source_review
nasdaq-education-foundation-a-guide-to-u-s-stock-markets-eng,B,Nasdaq Education Foundation - A Guide to U.S. Stock Markets(eng) .pdf,24,ok,True,True,needs_source_review
nfp,B,NFP.pdf,15,ok,True,True,needs_source_review
nicktrader-on-no-price-trading,B,nicktrader_on_no_price_trading.pdf,12,ok,True,True,needs_source_review
norman-frumkin-guide-to-economic-indicators,B,Norman Frumkin - Guide to Economic Indicators.pdf,305,ok,True,True,needs_source_review
oh-crap-free,B,oh_crap_free.pdf,5,ok,True,True,needs_source_review
online-trading-academy-electronic-trading-guide-for-nasdaq-l2-9908-2,B,Online Trading Academy - Electronic Trading Guide For Nasdaq L2(9908)_2.pdf,119,ok,True,True,needs_source_review
parlour-and-seppi-liquidity-based-competition-for-order-flow,B,Parlour And Seppi-Liquidity-Based Competition For Order Flow.pdf,43,ok,True,True,needs_source_review
peaks-and-troughs-pring,B,Peaks_and_Troughs_Pring.pdf,5,ok,True,True,needs_source_review
personal-trading-behaviour,B,Personal_Trading_Behaviour.pdf,5,ok,True,True,needs_source_review
phoenix-2007-how-to-optimize-phoenix,B,Phoenix-2007-How-To-Optimize-phoenix.pdf,10,ok,True,True,needs_source_review
pis-fsg,B,Pis Fsg.pdf,6,ok,True,True,needs_source_review
pivots,B,Pivots.pdf,5,ok,True,True,needs_source_review
place-of-insurance,B,Place Of Insurance.pdf,1,ok,True,True,reconcile_skip:no_text
plan-process,B,Plan Process.pdf,1,ok,True,True,reconcile_skip:off_topic
portfolio-risk-reduction,B,Portfolio Risk Reduction.pdf,5,ok,True,True,needs_source_review
position-sizing,B,position_sizing.pdf,29,ok,True,True,needs_source_review
practicalew,B,PracticalEW.pdf,47,ok,True,True,needs_source_review
pristine-s-cardinal-rules-of-trading,B,Pristine's Cardinal Rules Of Trading.pdf,44,ok,True,True,needs_source_review
prob-tables-article,B,prob tables article.pdf,5,ok,True,True,needs_source_review
profitfromprices,B,profitfromprices.pdf,182,ok,True,True,needs_source_review
prospect-theory,B,Prospect Theory.pdf,6,ok,True,True,needs_source_review
putting-it-all-together,B,Putting_it_all_together.pdf,5,ok,True,True,needs_source_review
r-imperiale-the-micro-cap-investor-strategies-for-making-big-returns-in-small-companies,B,R Imperiale - The Micro Cap Investor - Strategies For Making Big Returns In Small Companies.pdf,209,ok,True,True,needs_source_review
realtime-forex,B,Realtime_Forex.pdf,117,ok,True,True,needs_source_review
resource-stocks-in-portfolio,B,Resource Stocks In Portfolio.pdf,3,ok,True,True,needs_source_review
rich-dad-poor-dad-by-robert-t-kiyosaki,B,Rich Dad_ Poor Dad by Robert T. Kiyosaki.pdf,130,ok,True,True,needs_source_review
risk-reward-margin,B,risk-reward-margin.pdf,5,ok,True,True,needs_source_review
robert-slater-soros-unauthorized-biography,B,Robert Slater - Soros Unauthorized Biography.pdf,261,ok,True,True,needs_source_review
s-a-mccrary-hedge-fund-course,B,S A Mccrary - Hedge Fund Course.pdf,305,ok,True,True,needs_source_review
secrets-of-the-millionaire-traders-vol-i,B,Secrets Of The Millionaire Traders Vol I.pdf,27,ok,True,True,needs_source_review
sharon-saltzgiver-wright-getting-started-in-bonds-2nd-edition,B,Sharon Saltzgiver Wright - Getting_Started_In_Bonds_2nd_Edition.pdf,306,ok,True,True,needs_source_review
sharpeningskills,B,SharpeningSkills.pdf,24,ok,True,True,needs_source_review
sidus-method,B,Sidus Method.pdf,3,ok,True,True,needs_source_review
signalselection,B,signalselection.pdf,6,ok,True,True,needs_source_review
singlestockfutures,B,SingleStockFutures.pdf,168,ok,True,True,needs_source_review
six-forces-of-forex,B,Six Forces of Forex.pdf,15,ok,True,True,needs_source_review
sm-momentum-investing-screening-for,B,(sm) Momentum Investing - Screening for.pdf,5,ok,True,True,needs_source_review
staying-out-of-trouble-trading-currencies-with-channels,B,Staying Out Of Trouble Trading Currencies With Channels.pdf,28,no_text,True,True,needs_source_review
stock-market-rules-50-of-the-most-widely-held-investment-axioms-explained-examined-and-exp,B,"Stock Market Rules - 50 of the Most Widely Held Investment Axioms Explained, Examined, and Exposed.2005.pdf",240,ok,True,True,needs_source_review
stops,B,stops.pdf,11,ok,True,True,needs_source_review
sundial-system,B,Sundial System.pdf,43,ok,True,True,needs_source_review
super-combo-day-trading-strategy,B,Super_Combo_Day_Trading_Strategy.pdf,15,ok,True,True,needs_source_review
supply-demand,B,supply_demand.pdf,41,ok,True,True,needs_source_review
t2w-trading-plan-template-2005-asb,B,T2W_Trading_Plan_Template_2005-asb.pdf,29,ok,True,True,needs_source_review
take-the-money-and-run,B,Take The Money and Run.pdf,14,ok,True,True,needs_source_review
td-sequential,B,TD_Sequential.pdf,6,ok,True,True,needs_source_review
tfefuturecourse,B,tfefuturecourse.pdf,191,ok,True,True,needs_source_review
the-1hr-tunnel-method,B,THE 1HR TUNNEL METHOD.pdf,11,ok,True,True,needs_source_review
the-boomerang,B,The Boomerang.pdf,14,ok,True,True,needs_source_review
the-equity-options-strategy-guide,B,The Equity Options Strategy Guide.pdf,32,ok,True,True,needs_source_review
the-forex-market-phenomena,B,The Forex Market Phenomena.pdf,52,ok,True,True,needs_source_review
the-forex-method-and-trading-strategies-that-keep-you-on-the-right-side-of-the-market,B,The Forex Method and Trading Strategies That Keep You On The Right Side Of The Market.pdf,9,ok,True,True,reconcile_skip:off_topic
the-interaction-between-the-frequency-of-market-quotes-spread-and-volatility-in-forex,B,The Interaction Between The Frequency Of Market Quotes Spread And Volatility In Forex.pdf,10,ok,True,True,needs_source_review
the-magic-of-forex-trading,B,The magic of Forex trading.pdf,10,ok,True,True,needs_source_review
the-market-as-mass-mind,B,The_Market_as_Mass_Mind.pdf,3,ok,True,True,needs_source_review
the-nyse-tick-index-and-candlesticks,B,the-nyse-tick-index-and-candlesticks.pdf,11,ok,True,True,needs_source_review
the-outsider-method,B,The Outsider Method.pdf,2,ok,True,True,needs_source_review
the-penny-stock-trading-sysyem,B,The Penny Stock Trading Sysyem.pdf,214,ok,True,True,needs_source_review
the-secret-to-selecting-automated-trading-software,B,The Secret To Selecting Automated Trading Software.pdf,2,ok,True,True,needs_source_review
the-stock-market-for-dummies,B,The Stock Market For Dummies.pdf,2,ok,True,True,needs_source_review
the-superstock-investor-profiting-from-wall-streets-best-undervalued-companies,B,The Superstock Investor - Profiting From Wall Streets Best Undervalued Companies.pdf,314,ok,True,True,needs_source_review
thermostat-trading-strategy,B,Thermostat_Trading_Strategy.pdf,7,ok,True,True,reconcile_skip:duplicate
thomas-and-patnaik-serial-correlation-in-high-frequency-data-and-the-link-with-liquidity,B,Thomas And Patnaik-Serial Correlation In High-Frequency Data And The Link With Liquidity.pdf,26,ok,True,True,needs_source_review
trade-easy-with-an-automated-forex-trading-system,B,Trade Easy with an Automated Forex Trading System.pdf,2,ok,True,True,needs_source_review
traders-trick-entry,B,Traders_Trick_Entry.pdf,57,ok,True,True,needs_source_review
trading-functions,B,Trading functions.pdf,21,ok,True,True,reconcile_skip:off_topic
trading-psychology,B,Trading Psychology.pdf,2,ok,True,True,needs_source_review
trend-determination,B,Trend_Determination.pdf,11,ok,True,True,needs_source_review
trend-vs-no-trend,B,Trend_vs_no_trend.pdf,3,ok,True,True,needs_source_review
triangletradingmethod,B,TriangleTradingMethod.pdf,14,ok,True,True,needs_source_review
turtles-matter,B,turtles-matter.pdf,2,ok,True,True,needs_source_review
tyler-bollhorn-market-perspectives,B,Tyler Bollhorn - Market Perspectives.pdf,62,ok,True,True,needs_source_review
u-s-key-economic-indica,B,U.S._KEY_ECONOMIC_INDICA.pdf,24,ok,True,True,needs_source_review
understanding-forex-candlestick,B,Understanding Forex Candlestick.pdf,14,ok,True,True,needs_source_review
using-neural-networks-and-genetic-algorithms-to-predict-stock-market-returns,B,Using Neural Networks and Genetic Algorithms to Predict Stock Market Returns.pdf,166,ok,True,True,needs_source_review
using-up-gaps-to-anticipate-upward-price-moves,B,Using Up Gaps To Anticipate Upward Price Moves.pdf,3,ok,True,True,needs_source_review
using-volatility-in-option-tradingpart-1,B,Using volatility in Option Tradingpart 1.pdf,3,ok,True,True,needs_source_review
usingprocessresults,B,UsingProcessResults.pdf,3,ok,True,True,needs_source_review
valuation-of-cash-flows-investment-decisions-capital-bud,B,Valuation Of Cash Flows Investment Decisions Capital Bud.pdf,32,ok,True,True,needs_source_review
van-tharp-stop-worrying-yourself-out-of-profits,B,Van Tharp - Stop Worrying Yourself out of Profits.pdf,5,ok,True,True,needs_source_review
van-tharp-the-flow-of-the-markets,B,Van-Tharp - The Flow of the Markets.pdf,2,ok,True,True,needs_source_review
vanessafx-advanced-systems,B,VanessaFX_Advanced_Systems.pdf,25,ok,True,True,needs_source_review
version9i,B,Version9i.PDF,16,ok,True,True,needs_source_review
vladimir-daragan-how-to-win-the-stock-market-game,B,Vladimir Daragan - How_to_Win_the_Stock_Market_Game.pdf,57,ok,True,True,needs_source_review
volatility,B,Volatility.pdf,4,ok,True,True,needs_source_review
volatility-part-2,B,volatility part 2.pdf,3,ok,True,True,needs_source_review
wayne-a-thorp-measuring-internal-strength-wilders-rsi-indicator,B,Wayne A. Thorp - Measuring Internal Strength - Wilders RSI Indicator.pdf,5,ok,True,True,needs_source_review
wayne-a-thorp-testing-trading-success,B,Wayne A. Thorp - Testing Trading Success.pdf,5,ok,True,True,needs_source_review
wayne-a-thorp-the-macd-a-combo-of-indicators-for-the-best-of-both-worlds,B,Wayne A. Thorp - The MACD A Combo of Indicators for the Best of Both Worlds.pdf,5,ok,True,True,needs_source_review
wayne-gorman-how-you-can-identify-turning-points-using-fibonacci,B,Wayne Gorman - How You Can Identify Turning Points Using Fibonacci.pdf,42,ok,True,True,needs_source_review
what-moves-the-currency-market,B,What moves the currency market.pdf,3,ok,True,True,needs_source_review
wiley-trading-study-guide-for-come-into-my-trading-room-a-complete-guide-to-trading-2002-i,B,"Wiley Trading, Study Guide For Come Into My Trading Room - A Complete Guide To Trading [2002 Isbn0471225401].pdf",210,ok,True,True,needs_source_review
william-n-goetzmann-fibonacci-and-the-financial-revolution,B,William N. Goetzmann - Fibonacci and the Financial Revolution.pdf,44,ok,True,True,needs_source_review
williams-undeclared-stockmarket-secrets,B,Williams - Undeclared Stockmarket Secrets.pdf,129,ok,True,True,needs_source_review
wolfe-waves,B,Wolfe Waves.pdf,6,ok,True,True,needs_source_review
xavier-gabaix-a-theory-of-large-fluctuations-in-stock-market,B,Xavier Gabaix -  A Theory of Large Fluctuations in Stock Market.pdf,52,ok,True,True,needs_source_review
xetraxxl-marketmodel,B,Xetraxxl Marketmodel.pdf,12,ok,True,True,needs_source_review
your-trading-plan,B,Your_trading_plan.pdf,7,ok,True,True,needs_source_review
